sample,mode,modalht,control,mancontrol,iithreshold,vars,n,mean,sd,median,trimmed,mad,min,max,range,skew,kurtosis,se,ctrlmode,ctrlmedian,skewmode,skewctrlmode,skewmedian,skewctrlmedian,sampleA,sampleB,propmode,ctrlA,ctrlB,propctrlmode,ii,iictrl
D12_2022-12-16_JO_Exp15A-C_FA1_D12_2022-12-16_1.fsa,161.3674503,120,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,2670,151.6128723,12.58436788,154.6207837,152.5708773,11.396252,116.564117,173.8874503,57.32333333,-0.738232644,0.154358641,0.243543069,157.5974503,155.6607837,-0.775134526,-0.475556507,-0.717058987,-0.964985624,2103,687,0.246236559,1650,1020,0.382022472,-9.754578027,-5.984578027
D12_2022-12-16_JO_Exp15A-C_FA3_D12_2022-12-16_1.fsa,158.5674503,46,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,617,159.5795033,4.00653281,159.6074503,159.7024672,4.210584,150.894117,166.294117,15.4,-0.23359325,-0.605183365,0.161296937,157.5974503,155.6607837,0.252600688,0.494705282,-0.020926115,2.934247488,257,406,0.612368024,172,445,0.721231767,1.012052944,1.982052944
D12_2022-12-16_JO_Exp15A-C_FA2_D12_2022-12-16_1.fsa,158.544117,356,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,8207,149.8594982,14.46351817,154.6774503,151.3669148,12.770128,110.8174503,172.7807837,61.96333333,-0.828877345,-0.182374196,0.159654708,157.5974503,155.6607837,-0.600449954,-0.534997921,-0.999331995,-1.203293435,5530,3033,0.354198295,4849,3358,0.40916291,-4.354837141,-3.408170474
E01_2022-12-16_JO_Exp15A-C_FA4_E01_2022-12-16_1.fsa,163.1274503,208,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,3534,154.4490302,10.24544321,157.2974503,155.5248018,8.643558,121.7507837,168.6174503,46.86666667,-0.869687076,-0.111643401,0.17234452,157.5974503,155.6607837,-0.847051702,-0.307299552,-0.834054726,-0.354817284,2893,849,0.226884019,1797,1737,0.491511036,-7.911322388,-2.381322388
E01_2022-12-16_JO_Exp15A-C_FA2_E01_2022-12-16_1.fsa,173.824117,589,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,5759,149.7104549,18.73764369,154.5407837,150.9033309,20.029926,110.004117,178.9774503,68.97333333,-0.467410274,-0.919184784,0.246911568,157.5974503,155.6607837,-1.286910056,-0.420917142,-0.77336225,-0.952680421,5697,651,0.102551985,3286,2473,0.429414829,-18.37480275,-2.14813608
E01_2022-12-16_JO_Exp15A-C_FA1_E01_2022-12-16_1.fsa,173.8407837,90,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1528,152.5026728,15.13593489,156.4607837,154.5877417,8.539776,116.6974503,173.8407837,57.14333333,-1.322783761,0.952950671,0.387210899,157.5974503,155.6607837,-1.409764972,-0.336601441,-0.784512655,-0.625949605,1528,90,0.055624227,857,671,0.439136126,-21.33811082,-5.094777487
E01_2022-12-16_JO_Exp15A-C_FA3_E01_2022-12-16_1.fsa,161.1574503,179,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,3741,153.1705333,10.3403127,155.4607837,153.8075673,11.272702,128.594117,170.6307837,42.03666667,-0.499301014,-0.785156742,0.169059593,157.5974503,155.6607837,-0.772405756,-0.428122164,-0.664462607,-0.722487932,2864,1056,0.269387755,2189,1552,0.414862336,-7.749767973,-4.189767973
E02_2022-12-16_JO_Exp15A-C_FA4_E02_2022-12-16_1.fsa,160.454117,178,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,3707,153.6955944,10.07167482,156.6507837,154.4365538,9.903768,130.7074503,170.044117,39.33666667,-0.583710927,-0.691274195,0.165420909,157.5974503,155.6607837,-0.671042576,-0.387408849,-0.880247625,-0.585361218,2666,1219,0.313770914,2148,1559,0.420555705,-6.501762314,-3.645095647
E02_2022-12-16_JO_Exp15A-C_FA3_E02_2022-12-16_1.fsa,158.5574503,81,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1271,155.3667134,9.408909906,158.5574503,156.4654215,7.037408,134.4874503,167.1407837,32.65333333,-1.027321976,-0.13667933,0.263916495,157.5974503,155.6607837,-0.339118664,-0.237087715,-1.017355991,-0.093763344,701,651,0.481508876,556,715,0.562549174,-3.190736953,-2.230736953
E02_2022-12-16_JO_Exp15A-C_FA2_E02_2022-12-16_1.fsa,173.7707837,500,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,4838,153.6451064,20.21408302,161.354117,156.0246654,16.956002,110.0374503,178.9207837,68.88333333,-0.852870404,-0.566014144,0.290617065,157.5974503,155.6607837,-0.995626527,-0.195524276,-1.14410492,-0.299149451,4680,658,0.123267141,2169,2669,0.551674246,-7.585446074,8.587887259
E03_2022-12-16_JO_Exp15A-C_FA4_E03_2022-12-16_1.fsa,159.5474503,157,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,3075,153.9551566,9.938947266,156.674117,154.6001146,9.888942,132.4707837,170.0807837,37.61,-0.52557055,-0.813567088,0.179232939,157.5974503,155.6607837,-0.562664598,-0.366466756,-0.82069872,-0.514831316,2031,1201,0.371596535,1619,1456,0.473495935,-5.592293767,-3.642293767
E03_2022-12-16_JO_Exp15A-C_FA1_E03_2022-12-16_1.fsa,173.8307837,373,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,3646,152.4178334,15.05913881,155.7507837,153.4843215,14.148946,110.0907837,173.8307837,63.74,-0.652177014,-0.04628151,0.249397333,157.5974503,155.6607837,-1.421923958,-0.343951736,-0.663972284,-0.646042972,3646,373,0.092809157,2013,1633,0.447888097,-13.3932257,2.840107635
E03_2022-12-16_JO_Exp15A-C_FA3_E03_2022-12-16_1.fsa,162.3474503,158,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,3877,153.1670557,11.72850069,155.6774503,153.8445295,12.760244,128.764117,171.8607837,43.09666667,-0.458898264,-0.970641678,0.188362566,157.5974503,155.6607837,-0.782742387,-0.377746035,-0.642126739,-0.63786362,2924,1111,0.275340768,2187,1690,0.43590405,-8.81000524,-4.06000524
E03_2022-12-16_JO_Exp15A-C_FA2_E03_2022-12-16_1.fsa,160.384117,87,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1278,157.8570382,6.976570459,158.514117,158.6184985,5.663532,133.5807837,168.1607837,34.58,-1.408757816,2.784058362,0.195153596,157.5974503,155.6607837,-0.362223643,0.037208525,-0.282550906,0.944412979,816,549,0.402197802,571,707,0.553208138,-2.527078769,0.259587898
E04_2022-12-16_JO_Exp15A-C_FA1_E04_2022-12-16_1.fsa,173.8374503,52,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,390,160.8478435,5.619731028,159.664117,160.0339995,2.836708,153.9874503,173.8374503,19.85,1.393510517,1.068092351,0.284566142,157.5974503,155.6607837,-2.311428567,0.578389454,0.631912714,2.769025672,390,52,0.117647059,95,295,0.756410256,-12.98960684,3.250393162
E04_2022-12-16_JO_Exp15A-C_FA2_E04_2022-12-16_1.fsa,160.534117,45,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,439,161.6961367,3.21071152,161.4874503,161.7797922,4.269888,155.594117,167.0907837,11.49666667,-0.1648184,-0.902863951,0.1532389,157.5974503,155.6607837,0.361919697,1.276566388,0.194990806,5.639266908,188,296,0.611570248,33,406,0.924829157,1.162019742,4.098686409
E04_2022-12-16_JO_Exp15A-C_FA3_E04_2022-12-16_1.fsa,169.2007837,100,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1014,166.0061321,4.527983711,167.2274503,166.3162516,4.215526,155.7907837,172.9774503,17.18666667,-0.546241077,-0.62981112,0.142195508,157.5974503,155.6607837,-0.705535123,1.857047712,-0.809180171,6.854274959,771,343,0.307899461,37,977,0.963510848,-3.194651545,8.408681788
E04_2022-12-16_JO_Exp15A-C_FA4_E04_2022-12-16_1.fsa,159.6507837,93,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1724,153.2988869,9.425175458,155.8274503,153.8720252,9.85929,134.6207837,167.064117,32.44333333,-0.497816853,-0.977986159,0.226997363,157.5974503,155.6607837,-0.673928754,-0.456072509,-0.80483279,-0.751783379,1223,594,0.326912493,965,759,0.44025522,-6.351896752,-4.298563418
E05_2022-12-16_JO_Exp15A-C_FA3_E05_2022-12-16_1.fsa,159.5874503,92,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1338,157.5378963,6.445879054,158.534117,157.9809578,5.777198,139.294117,169.044117,29.75,-0.655012434,0.161370755,0.176219553,157.5974503,155.6607837,-0.317963468,-0.009239091,-0.46365471,0.873633801,815,615,0.43006993,564,774,0.578475336,-2.049554061,-0.059554061
E05_2022-12-16_JO_Exp15A-C_FA2_E05_2022-12-16_1.fsa,158.5074503,83,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1148,156.8393957,8.161945117,158.5074503,158.140338,5.722836,133.6374503,167.214117,33.57666667,-1.384140311,1.462600331,0.240892193,157.5974503,155.6607837,-0.204369738,-0.092876707,-0.613109215,0.433209999,607,624,0.506904955,454,694,0.604529617,-1.668054588,-0.758054588
E05_2022-12-16_JO_Exp15A-C_FA4_E05_2022-12-16_1.fsa,162.4174503,68,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,979,159.0553291,6.76772096,160.4774503,159.5316711,6.963278,145.0307837,168.944117,23.91333333,-0.580029733,-0.731385598,0.2162973,157.5974503,155.6607837,-0.496787801,0.215416504,-0.630398869,1.504736443,640,407,0.388729704,328,651,0.664964249,-3.362121212,1.457878788
E06_2022-12-16_JO_Exp15A-C_FA4_E06_2022-12-16_1.fsa,168.254117,120,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1269,166.403287,4.580209333,167.3807837,166.6151527,5.475736,156.7474503,173.9574503,17.21,-0.374288926,-0.824755621,0.128574403,157.5974503,155.6607837,-0.404092895,1.922583877,-0.640252429,7.036252604,815,574,0.41324694,35,1234,0.972419228,-1.85083005,8.805836617
E06_2022-12-16_JO_Exp15A-C_FA2_E06_2022-12-16_1.fsa,162.534117,37,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,264,162.0267685,2.145233454,162.534117,162.0462239,2.708216,158.634117,165.2607837,6.626666667,-0.045468771,-1.22557678,0.132029992,157.5974503,155.6607837,-0.23650036,2.064725484,-0.709501081,8.902506396,165,136,0.451827243,0,264,1,-0.507348485,4.429318182
E06_2022-12-16_JO_Exp15A-C_FA1_E06_2022-12-16_1.fsa,116.7074503,33,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,33,116.7074503,0,116.7074503,116.7074503,0,116.7074503,116.7074503,0,NA,NA,0,157.5974503,155.6607837,NA,#NAME?,NA,#NAME?,33,33,0.5,33,0,0,0,-40.89
E07_2022-12-16_JO_Exp15A-C_FA3_E07_2022-12-16_1.fsa,157.7874503,42,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,295,160.5600944,2.724880301,159.734117,160.5599257,2.886128,156.594117,164.5274503,7.933333333,0.125776459,-1.355494081,0.158648665,157.5974503,155.6607837,1.017528758,1.087256591,0.909372864,5.393973526,77,260,0.771513353,35,260,0.881355932,2.772644068,2.962644068
E07_2022-12-16_JO_Exp15A-C_FA1_E07_2022-12-16_1.fsa,173.844117,182,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1952,151.6703977,16.82965759,155.7874503,152.887318,11.445672,117.474117,178.2674503,60.79333333,-0.612807206,-0.406221455,0.380921401,157.5974503,155.6607837,-1.317538348,-0.352179037,-0.733892399,-0.711313211,1865,269,0.126054358,1223,729,0.373463115,-21.78784928,-5.541182612
E08_2022-12-16_JO_Exp15A-C_FA3_E08_2022-12-16_1.fsa,156.7774503,33,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,191,160.4675376,2.585488505,159.6507837,160.4133327,4.260004,156.7774503,164.594117,7.816666667,0.229445221,-1.050044777,0.187079382,157.5974503,155.6607837,1.427230194,1.110075428,0.947697805,5.577383829,33,191,0.852678571,33,158,0.827225131,3.69008726,2.87008726
E09_2022-12-16_JO_Exp15A-C_FA2_E09_2022-12-16_1.fsa,160.6207837,50,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,623,159.2475038,3.398710949,159.3674503,159.2408905,3.800398,153.694117,165.2674503,11.57333333,-0.025626237,-1.017144082,0.136166479,157.5974503,155.6607837,-0.404059024,0.485493921,-0.105875284,3.165953408,422,251,0.372956909,190,433,0.695024077,-1.373279829,1.650053505
E09_2022-12-16_JO_Exp15A-C_FA1_E09_2022-12-16_1.fsa,173.8574503,1169,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,15426,149.3921022,18.15272789,154.8174503,150.5790635,17.02519,110.084117,178.9774503,68.89333333,-0.557553943,-0.80988744,0.146155524,157.5974503,155.6607837,-1.347750502,-0.452017359,-0.896616996,-1.035989988,15287,1308,0.078818921,8415,7011,0.454492415,-17.54148939,-1.281489385
E10_2022-12-16_JO_Exp15A-C_FA1_E10_2022-12-16_1.fsa,173.8607837,1598,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,13687,150.5120776,17.93578397,154.8207837,151.9096882,17.064726,110.1007837,178.274117,68.17333333,-0.568145566,-0.573407633,0.153308499,157.5974503,155.6607837,-1.301794564,-0.395041151,-0.720688777,-0.861190023,13373,1912,0.125089957,7763,5924,0.432819464,-14.80411831,1.459215024
E11_2022-12-16_JO_Exp15A-C_FA1_E11_2022-12-16_1.fsa,173.864117,619,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,9546,149.9152945,16.74553299,154.7174503,151.1190009,15.700734,110.394117,174.8807837,64.48666667,-0.598023976,-0.523114148,0.171391098,157.5974503,155.6607837,-1.430161856,-0.458758517,-0.860317055,-1.029317349,9436,729,0.071716675,5490,4056,0.424890006,-18.10278362,-1.836116957
E11_2022-12-16_JO_Exp15A-C_FA2_E11_2022-12-16_1.fsa,163.4607837,324,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,5664,153.4864122,12.59799562,157.684117,154.8856027,9.95813,115.7207837,172.9174503,57.19666667,-0.945927738,0.1234297,0.167393978,157.5974503,155.6607837,-0.791742732,-0.326324779,-0.99961254,-0.517789861,4572,1416,0.236472946,2720,2944,0.519774011,-6.661989603,-0.79865627
E12_2022-12-16_JO_Exp15A-C_FA2_E12_2022-12-16_1.fsa,160.4774503,353,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,8402,149.279192,15.24878768,154.714117,150.8358308,12.616926,110.7874503,171.9374503,61.15,-0.785291518,-0.416441652,0.16635811,157.5974503,155.6607837,-0.734370403,-0.54550293,-1.069250579,-1.255494893,6270,2485,0.283837807,5216,3186,0.37919543,-6.320137527,-3.440137527
E12_2022-12-16_JO_Exp15A-C_FA1_E12_2022-12-16_1.fsa,173.884117,72,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,476,150.3052865,20.87361216,159.4007837,151.5486545,5.36207,116.6207837,173.884117,57.26333333,-0.775314284,-1.056571926,0.956740445,157.5974503,155.6607837,-1.129599916,-0.349348441,-1.307224231,-0.769703465,476,72,0.131386861,166,310,0.651260504,-23.57883053,-7.292163866
F01_2022-12-16_JO_Exp15A-C_FA2_F01_2022-12-16_1.fsa,173.8374503,1069,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,7906,154.3129057,18.88411341,161.074117,156.3761889,18.512732,110.9474503,178.994117,68.04666667,-0.782321187,-0.56946204,0.212382239,157.5974503,155.6607837,-1.033913757,-0.173931631,-1.074111001,-0.214128874,7571,1404,0.15643454,3497,4409,0.557677713,-4.848627297,11.3913727
F01_2022-12-16_JO_Exp15A-C_FA4_F01_2022-12-16_1.fsa,162.184117,204,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,4053,154.9519334,10.77126713,158.3474503,155.8299511,9.928478,129.4574503,171.6507837,42.19333333,-0.662280142,-0.660130494,0.169191482,157.5974503,155.6607837,-0.671432941,-0.245608699,-0.945715168,-0.197428091,2902,1355,0.318299272,1998,2055,0.507031828,-6.670728454,-2.084061788
F01_2022-12-16_JO_Exp15A-C_FA3_F01_2022-12-16_1.fsa,160.224117,197,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,4797,150.6705154,12.89233271,154.4407837,151.6073236,12.780012,116.344117,171.4307837,55.08666667,-0.597775996,-0.600026487,0.186142973,157.5974503,155.6607837,-0.741029709,-0.537291043,-0.877328015,-1.161217679,3560,1434,0.287144573,2981,1816,0.37856994,-7.172347186,-4.54568052
F02_2022-12-16_JO_Exp15A-C_FA4_F02_2022-12-16_1.fsa,159.4507837,180,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,3745,153.5478847,10.78290692,156.6274503,154.3051269,10.047086,123.9074503,170.8774503,46.97,-0.606539716,-0.611103014,0.17620164,157.5974503,155.6607837,-0.547431135,-0.375554168,-0.856790937,-0.587846763,2456,1469,0.374267516,2108,1637,0.437116155,-5.377439867,-3.524106534
F02_2022-12-16_JO_Exp15A-C_FA3_F02_2022-12-16_1.fsa,161.424117,248,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,5143,152.2911324,12.94352624,156.614117,153.5357727,11.3666,119.654117,172.8674503,53.21333333,-0.796336486,-0.226621791,0.180486343,157.5974503,155.6607837,-0.705602513,-0.409959224,-1.001964509,-0.781004629,3847,1544,0.286403265,2906,2237,0.43496014,-6.332855428,-2.506188761
F02_2022-12-16_JO_Exp15A-C_FA2_F02_2022-12-16_1.fsa,173.9374503,33,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,33,173.9374503,0,173.9374503,173.9374503,0,173.9374503,173.9374503,0,NA,NA,0,157.5974503,155.6607837,NA,Inf,NA,Inf,33,33,0.5,0,33,1,0,16.34
F03_2022-12-16_JO_Exp15A-C_FA4_F03_2022-12-16_1.fsa,160.4074503,114,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,2441,154.3228948,9.610542835,156.5974503,154.7908536,9.972956,134.3474503,170.7474503,36.4,-0.403022075,-0.852069647,0.194519896,157.5974503,155.6607837,-0.633112574,-0.340725344,-0.710018846,-0.417631616,1724,831,0.325244618,1411,1030,0.421958214,-6.08455551,-3.27455551
F03_2022-12-16_JO_Exp15A-C_FA3_F03_2022-12-16_1.fsa,163.3407837,49,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,458,165.1640952,2.933750538,165.294117,165.2297601,2.896012,159.4974503,170.0707837,10.57333333,-0.142999309,-0.88727938,0.13708516,157.5974503,155.6607837,0.621495071,2.579171179,-0.132957965,9.717913684,160,347,0.684418146,0,458,1,1.823311499,7.566644833
F04_2022-12-16_JO_Exp15A-C_FA1_F04_2022-12-16_1.fsa,162.514117,58,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,802,158.8325002,11.55794676,161.5207837,160.8554877,5.752488,117.024117,173.894117,56.87,-2.203301895,5.30141359,0.408125288,157.5974503,155.6607837,-0.318535538,0.106857204,-0.697775353,0.823256053,508,352,0.409302326,208,594,0.740648379,-3.681616791,1.235049875
F04_2022-12-16_JO_Exp15A-C_FA4_F04_2022-12-16_1.fsa,161.524117,169,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,3004,155.1914872,9.740717503,157.7174503,155.957234,8.505182,133.584117,171.0107837,37.42666667,-0.641830472,-0.606135145,0.177721915,157.5974503,155.6607837,-0.650119442,-0.247000609,-0.777960092,-0.144536527,2160,1013,0.319256224,1432,1572,0.523302264,-6.266532971,-2.339866304
F04_2022-12-16_JO_Exp15A-C_FA2_F04_2022-12-16_1.fsa,163.384117,78,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1046,159.3653598,7.529887067,161.3707837,160.3457399,5.727778,135.3174503,169.074117,33.75666667,-1.499723704,2.577023202,0.232821252,157.5974503,155.6607837,-0.533707496,0.234785659,-0.798985623,1.475948894,715,409,0.363879004,335,711,0.679732314,-4.01875717,1.767909496
F04_2022-12-16_JO_Exp15A-C_FA3_F04_2022-12-16_1.fsa,160.5807837,36,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,68,159.7023523,0.938644531,160.5807837,159.714117,0,158.714117,160.5807837,1.866666667,-0.115261054,-2.015712106,0.113827369,157.5974503,155.6607837,-0.935850946,2.242491051,-2.807552839,12.9172498,68,36,0.346153846,0,68,1,-0.878431373,2.104901961
F05_2022-12-16_JO_Exp15A-C_FA4_F05_2022-12-16_1.fsa,164.3174503,106,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1739,160.5271647,7.962690481,162.414117,161.001212,8.386574,144.0974503,172.8907837,28.79333333,-0.522294283,-0.871371872,0.190945771,157.5974503,155.6607837,-0.476005643,0.367930212,-0.710922624,1.83344351,1095,750,0.406504065,532,1207,0.694077056,-3.790285605,2.929714395
F05_2022-12-16_JO_Exp15A-C_FA1_F05_2022-12-16_1.fsa,110.1307837,31,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,31,110.1307837,0,110.1307837,110.1307837,0,110.1307837,110.1307837,0,NA,NA,0,157.5974503,155.6607837,NA,#NAME?,NA,#NAME?,31,31,0.5,31,0,0,0,-47.46666667
F06_2022-12-16_JO_Exp15A-C_FA2_F06_2022-12-16_1.fsa,162.434117,60,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,783,161.6206347,3.775434193,161.4807837,161.6508528,4.210584,154.654117,168.114117,13.46,-0.037024312,-0.995789445,0.134923011,157.5974503,155.6607837,-0.215467226,1.065621629,0.111127086,4.735760733,479,364,0.431791222,117,666,0.850574713,-0.813482333,4.023184334
F07_2022-12-16_JO_Exp15A-C_FA1_F07_2022-12-16_1.fsa,173.8207837,594,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,3333,151.2198556,16.77764985,151.9174503,152.2068929,19.782826,110.0174503,173.8207837,63.80333333,-0.315688748,-0.742840079,0.290611951,157.5974503,155.6607837,-1.347085455,-0.38012444,-0.124736438,-0.79407929,3333,594,0.151260504,1983,1350,0.405040504,-14.75340642,1.469926915
F08_2022-12-16_JO_Exp15A-C_FA1_F08_2022-12-16_1.fsa,173.8974503,954,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,4109,153.5232871,19.85857185,158.6307837,155.787273,22.63436,110.0974503,178.6707837,68.57333333,-0.709525275,-0.667269206,0.30979895,157.5974503,155.6607837,-1.025963165,-0.205158923,-0.771580644,-0.322907896,4002,1061,0.20955955,1936,2173,0.528839134,0,16.3
F08_2022-12-16_JO_Exp15A-C_FA3_F08_2022-12-16_1.fsa,163.464117,48,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,479,162.3570746,3.204371411,162.4974503,162.4114244,4.111744,156.8007837,167.334117,10.53333333,-0.122291443,-1.124125561,0.146411467,157.5974503,155.6607837,-0.345478819,1.485353477,-0.131422764,6.269208551,312,215,0.407969639,33,446,0.931106472,-1.10704245,4.759624217
F08_2022-12-16_JO_Exp15A-C_FA2_F08_2022-12-16_1.fsa,160.5307837,36,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,171,160.1762612,1.930904377,160.5307837,160.3066717,1.448006,156.7807837,162.5207837,5.74,-0.651342007,-0.690649243,0.147659948,157.5974503,155.6607837,-0.183604337,1.335545637,-0.55081301,7.015589641,103,104,0.502415459,33,138,0.807017544,-0.354522417,2.578810916
F09_2022-12-16_JO_Exp15A-C_FA2_F09_2022-12-16_1.fsa,157.654117,57,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,796,159.3466882,6.048994779,159.494117,159.9522518,5.801908,144.9507837,169.1074503,24.15666667,-0.79675574,0.174103654,0.214400935,157.5974503,155.6607837,0.279810324,0.289178272,-0.073117344,1.828024981,260,593,0.695193435,203,593,0.744974874,1.692571189,1.749237856
F10_2022-12-16_JO_Exp15A-C_FA2_F10_2022-12-16_1.fsa,160.5974503,92,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,1961,156.2572974,10.19868657,158.5707837,156.7326808,11.351774,135.6007837,172.9074503,37.30666667,-0.378208402,-0.875243024,0.230306104,157.5974503,155.6607837,-0.425559993,-0.131404468,-0.680524781,0.175467796,1223,830,0.40428641,907,1054,0.537480877,-4.340152983,-1.340152983
F10_2022-12-16_JO_Exp15A-C_FA1_F10_2022-12-16_1.fsa,173.834117,1783,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,13281,150.8702498,18.39935638,155.7607837,152.2549835,18.463312,110.024117,178.7274503,68.70333333,-0.539055847,-0.795986749,0.159656735,157.5974503,155.6607837,-1.248079917,-0.365621513,-0.797397541,-0.781092623,13062,2002,0.132899628,7088,6193,0.466305248,-12.02869847,4.207968195
F10_2022-12-16_JO_Exp15A-C_FA3_F10_2022-12-16_1.fsa,160.5974503,40,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,230,160.6464938,1.833461145,160.5974503,160.6387547,2.737868,157.8307837,163.524117,5.693333333,0.031036063,-1.158357746,0.120894848,157.5974503,155.6607837,0.026749123,1.662998688,0.08024737,8.157866053,134,136,0.503703704,0,230,1,0.049043478,3.049043478
F11_2022-12-16_JO_Exp15A-C_FA1_F11_2022-12-16_1.fsa,173.8974503,1093,A09_2022-12-16_JO_Exp15A-C_FA1_A09_2022-12-16_1.fsa,NA,0.2,1,11130,150.3383293,17.06626491,154.6774503,151.4873579,17.015306,110.0907837,178.274117,68.18333333,-0.537727164,-0.644014453,0.161767361,157.5974503,155.6607837,-1.380449742,-0.425349134,-0.762754068,-0.935609699,11073,1150,0.094084922,6747,4383,0.393800539,-11.28911195,5.010888051
